id	md5	length	analysis	sig_acc	sig_desc	start	end	score	status	 date	ipr_acc	ipr_desc	goterm
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	242	331	3.5E-20	T	15-07-2024	IPR013783	Immunoglobulin-like fold	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	Pfam	PF07679	Immunoglobulin I-set domain	343	424	1.1E-16	T	15-07-2024	IPR013098	Immunoglobulin I-set	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	Pfam	PF07679	Immunoglobulin I-set domain	520	606	4.7E-21	T	15-07-2024	IPR013098	Immunoglobulin I-set	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	Pfam	PF07679	Immunoglobulin I-set domain	243	328	1.5E-16	T	15-07-2024	IPR013098	Immunoglobulin I-set	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00369	LRR_typ_2	181	204	320.0	T	15-07-2024	IPR003591	Leucine-rich repeat, typical subtype	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00369	LRR_typ_2	109	132	0.0024	T	15-07-2024	IPR003591	Leucine-rich repeat, typical subtype	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00369	LRR_typ_2	85	108	0.022	T	15-07-2024	IPR003591	Leucine-rich repeat, typical subtype	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00369	LRR_typ_2	157	180	4.2E-4	T	15-07-2024	IPR003591	Leucine-rich repeat, typical subtype	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00369	LRR_typ_2	133	156	0.0053	T	15-07-2024	IPR003591	Leucine-rich repeat, typical subtype	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SUPERFAMILY	SSF52058	L domain-like	48	245	2.04E-40	T	15-07-2024	-	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SUPERFAMILY	SSF48726	Immunoglobulin	424	515	2.77E-23	T	15-07-2024	IPR036179	Immunoglobulin-like domain superfamily	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00409	IG_3c	249	331	1.7E-5	T	15-07-2024	IPR003599	Immunoglobulin subtype	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00409	IG_3c	344	425	4.4E-12	T	15-07-2024	IPR003599	Immunoglobulin subtype	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00409	IG_3c	526	607	6.7E-14	T	15-07-2024	IPR003599	Immunoglobulin subtype	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00409	IG_3c	434	515	3.9E-11	T	15-07-2024	IPR003599	Immunoglobulin subtype	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	FunFam	G3DSA:2.60.40.10:FF:000248	peroxidasin homolog	518	611	7.3E-30	T	15-07-2024	-	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	Pfam	PF13855	Leucine rich repeat	88	146	5.2E-17	T	15-07-2024	IPR001611	Leucine-rich repeat	GO:0005515
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	ProSiteProfiles	PS50835	Ig-like domain profile.	337	423	14.074133	T	15-07-2024	IPR007110	Immunoglobulin-like domain	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00082	lrrct1	192	241	5.5E-12	T	15-07-2024	IPR000483	Cysteine-rich flanking region, C-terminal	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	332	425	1.5E-20	T	15-07-2024	IPR013783	Immunoglobulin-like fold	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	FunFam	G3DSA:2.60.40.10:FF:000189	Neogenin isoform 3	337	425	4.1E-18	T	15-07-2024	-	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	662	780	1.9E-13	T	15-07-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	111	132	7.041994	T	15-07-2024	IPR001611	Leucine-rich repeat	GO:0005515
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	PANTHER	PTHR45842	SYNAPTIC ADHESION-LIKE MOLECULE SALM	383	515	4.7E-115	T	15-07-2024	-	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	CDD	cd00096	Ig	261	327	5.10852E-16	T	15-07-2024	-	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	ProSiteProfiles	PS50835	Ig-like domain profile.	428	513	14.019684	T	15-07-2024	IPR007110	Immunoglobulin-like domain	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	515	613	1.5E-26	T	15-07-2024	IPR013783	Immunoglobulin-like fold	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	Pfam	PF13927	Immunoglobulin domain	427	501	1.6E-16	T	15-07-2024	-	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SUPERFAMILY	SSF48726	Immunoglobulin	243	332	6.29E-20	T	15-07-2024	IPR036179	Immunoglobulin-like domain superfamily	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	725	792	15.854303	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	135	156	7.142103	T	15-07-2024	IPR001611	Leucine-rich repeat	GO:0005515
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SUPERFAMILY	SSF48726	Immunoglobulin	518	607	4.85E-26	T	15-07-2024	IPR036179	Immunoglobulin-like domain superfamily	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00408	igc2_5	350	414	1.3E-16	T	15-07-2024	IPR003598	Immunoglobulin subtype 2	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00408	igc2_5	532	596	9.7E-16	T	15-07-2024	IPR003598	Immunoglobulin subtype 2	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00408	igc2_5	256	320	7.1E-13	T	15-07-2024	IPR003598	Immunoglobulin subtype 2	-
adig_s0002.g328.t1	f0dfd7cfcc8551ea94e715e3d0ec309e	792	SMART	SM00408	igc2_5	440	504	6.6E-15	T	15-07-2024	IPR003598	Immunoglobulin subtype 2	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	820	1352	8.7E-159	T	15-07-2024	-	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	Pfam	PF07593	ASPIC and UnbV	679	745	4.1E-10	T	15-07-2024	IPR011519	ASPIC/UnbV	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	SUPERFAMILY	SSF69318	Integrin alpha N-terminal domain	218	656	6.89E-45	T	15-07-2024	IPR028994	Integrin alpha, N-terminal	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	831	1365	2.6E-166	T	15-07-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	846	1353	1.02E-147	T	15-07-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	Pfam	PF17963	Bacterial Ig domain	780	818	1.1E-6	T	15-07-2024	-	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	837	1366	111.195366	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	PRINTS	PR00457	Animal haem peroxidase signature	871	882	5.5E-20	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	PRINTS	PR00457	Animal haem peroxidase signature	1063	1083	5.5E-20	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	PRINTS	PR00457	Animal haem peroxidase signature	1264	1284	5.5E-20	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	PRINTS	PR00457	Animal haem peroxidase signature	915	930	5.5E-20	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	PRINTS	PR00457	Animal haem peroxidase signature	1045	1063	5.5E-20	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	PRINTS	PR00457	Animal haem peroxidase signature	1143	1153	5.5E-20	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	Pfam	PF03098	Animal haem peroxidase	848	1354	6.6E-150	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	Pfam	PF13517	FG-GAP-like repeat	439	501	2.9E-11	T	15-07-2024	IPR013517	FG-GAP repeat	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	Pfam	PF13517	FG-GAP-like repeat	526	573	1.9E-7	T	15-07-2024	IPR013517	FG-GAP repeat	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	Pfam	PF13517	FG-GAP-like repeat	226	290	1.5E-13	T	15-07-2024	IPR013517	FG-GAP repeat	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	Gene3D	G3DSA:2.130.10.130	-	217	370	3.5E-7	T	15-07-2024	IPR028994	Integrin alpha, N-terminal	-
adig_s0009.g78.t1	2c858ee2a1bc2cc09286337469fb2ccf	1366	Gene3D	G3DSA:2.60.40.3440	-	735	830	1.8E-11	T	15-07-2024	-	-
adig_s0028.g72.t1	379a8e135e2524a3af9e196c9ff4cfee	517	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	167	418	3.18E-65	T	15-07-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
adig_s0028.g72.t1	379a8e135e2524a3af9e196c9ff4cfee	517	Pfam	PF03098	Animal haem peroxidase	168	421	2.3E-70	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0028.g72.t1	379a8e135e2524a3af9e196c9ff4cfee	517	PRINTS	PR00457	Animal haem peroxidase signature	233	248	3.7E-9	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0028.g72.t1	379a8e135e2524a3af9e196c9ff4cfee	517	PRINTS	PR00457	Animal haem peroxidase signature	387	413	3.7E-9	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0028.g72.t1	379a8e135e2524a3af9e196c9ff4cfee	517	PRINTS	PR00457	Animal haem peroxidase signature	362	382	3.7E-9	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0028.g72.t1	379a8e135e2524a3af9e196c9ff4cfee	517	ProSiteProfiles	PS51212	WSC domain profile.	67	159	10.25366	T	15-07-2024	IPR002889	Carbohydrate-binding WSC	-
adig_s0028.g72.t1	379a8e135e2524a3af9e196c9ff4cfee	517	SMART	SM00321	SLG_2	67	159	6.7E-9	T	15-07-2024	IPR002889	Carbohydrate-binding WSC	-
adig_s0028.g72.t1	379a8e135e2524a3af9e196c9ff4cfee	517	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	158	517	43.869389	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0028.g72.t1	379a8e135e2524a3af9e196c9ff4cfee	517	Pfam	PF01822	WSC domain	70	149	9.1E-13	T	15-07-2024	IPR002889	Carbohydrate-binding WSC	-
adig_s0028.g72.t1	379a8e135e2524a3af9e196c9ff4cfee	517	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	126	473	8.8E-84	T	15-07-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
adig_s0028.g72.t1	379a8e135e2524a3af9e196c9ff4cfee	517	PANTHER	PTHR11903	PROSTAGLANDIN G/H SYNTHASE	158	468	6.6E-84	T	15-07-2024	-	-
adig_s0028.g73.t1	c14b34020127f7c745e5da3fac432802	713	ProSiteProfiles	PS51212	WSC domain profile.	69	156	7.414334	T	15-07-2024	IPR002889	Carbohydrate-binding WSC	-
adig_s0028.g73.t1	c14b34020127f7c745e5da3fac432802	713	Pfam	PF03098	Animal haem peroxidase	166	686	3.6E-123	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0028.g73.t1	c14b34020127f7c745e5da3fac432802	713	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	102	708	6.2E-149	T	15-07-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
adig_s0028.g73.t1	c14b34020127f7c745e5da3fac432802	713	Pfam	PF01822	WSC domain	73	137	1.6E-7	T	15-07-2024	IPR002889	Carbohydrate-binding WSC	-
adig_s0028.g73.t1	c14b34020127f7c745e5da3fac432802	713	PANTHER	PTHR11903	PROSTAGLANDIN G/H SYNTHASE	148	691	3.0E-147	T	15-07-2024	-	-
adig_s0028.g73.t1	c14b34020127f7c745e5da3fac432802	713	PRINTS	PR00457	Animal haem peroxidase signature	360	380	1.8E-6	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0028.g73.t1	c14b34020127f7c745e5da3fac432802	713	PRINTS	PR00457	Animal haem peroxidase signature	385	411	1.8E-6	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0028.g73.t1	c14b34020127f7c745e5da3fac432802	713	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	165	690	4.24E-119	T	15-07-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
adig_s0028.g73.t1	c14b34020127f7c745e5da3fac432802	713	CDD	cd09818	PIOX_like	166	704	0.0	T	15-07-2024	IPR034815	Alpha-dioxygenase	GO:0016491
adig_s0028.g73.t1	c14b34020127f7c745e5da3fac432802	713	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	155	713	66.06826	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	MobiDBLite	mobidb-lite	consensus disorder prediction	625	644	-	T	15-07-2024	-	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	37	627	3.6E-163	T	15-07-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	43	623	2.0E-168	T	15-07-2024	-	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	49	624	9.89E-141	T	15-07-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	Pfam	PF03098	Animal haem peroxidase	55	598	2.5E-147	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	47	626	115.90818	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	PRINTS	PR00457	Animal haem peroxidase signature	287	307	1.1E-27	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	PRINTS	PR00457	Animal haem peroxidase signature	312	338	1.1E-27	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	PRINTS	PR00457	Animal haem peroxidase signature	134	149	1.1E-27	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	PRINTS	PR00457	Animal haem peroxidase signature	269	287	1.1E-27	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	PRINTS	PR00457	Animal haem peroxidase signature	373	383	1.1E-27	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	PRINTS	PR00457	Animal haem peroxidase signature	578	592	1.1E-27	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	PRINTS	PR00457	Animal haem peroxidase signature	505	525	1.1E-27	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	40	625	1.0E-154	T	15-07-2024	-	-
adig_s0044.g43.t1	39d26827b85a768b62a84e498f0956b5	644	CDD	cd09823	peroxinectin_like	203	590	6.57418E-159	T	15-07-2024	-	-
adig_s0150.g18.t1	1baa7af30c1922b2863cb3452557aa1f	829	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	227	817	6.8E-155	T	15-07-2024	-	-
adig_s0150.g18.t1	1baa7af30c1922b2863cb3452557aa1f	829	Pfam	PF03098	Animal haem peroxidase	240	794	2.2E-144	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g18.t1	1baa7af30c1922b2863cb3452557aa1f	829	PRINTS	PR00457	Animal haem peroxidase signature	264	275	1.9E-24	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g18.t1	1baa7af30c1922b2863cb3452557aa1f	829	PRINTS	PR00457	Animal haem peroxidase signature	452	470	1.9E-24	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g18.t1	1baa7af30c1922b2863cb3452557aa1f	829	PRINTS	PR00457	Animal haem peroxidase signature	494	520	1.9E-24	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g18.t1	1baa7af30c1922b2863cb3452557aa1f	829	PRINTS	PR00457	Animal haem peroxidase signature	771	785	1.9E-24	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g18.t1	1baa7af30c1922b2863cb3452557aa1f	829	PRINTS	PR00457	Animal haem peroxidase signature	314	329	1.9E-24	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g18.t1	1baa7af30c1922b2863cb3452557aa1f	829	PRINTS	PR00457	Animal haem peroxidase signature	555	565	1.9E-24	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g18.t1	1baa7af30c1922b2863cb3452557aa1f	829	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	234	816	1.18E-138	T	15-07-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
adig_s0150.g18.t1	1baa7af30c1922b2863cb3452557aa1f	829	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	224	817	1.1E-161	T	15-07-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
adig_s0150.g18.t1	1baa7af30c1922b2863cb3452557aa1f	829	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	231	819	112.85981	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g18.t1	1baa7af30c1922b2863cb3452557aa1f	829	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	118	815	6.3E-167	T	15-07-2024	-	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	43	623	3.7E-163	T	15-07-2024	-	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	Pfam	PF03098	Animal haem peroxidase	55	602	6.9E-148	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	47	626	109.699234	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	50	624	2.0E-141	T	15-07-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	CDD	cd09823	peroxinectin_like	203	590	4.79975E-158	T	15-07-2024	-	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	FunFam	G3DSA:1.10.640.10:FF:000003	chorion peroxidase	40	625	3.1E-149	T	15-07-2024	-	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	38	627	2.5E-159	T	15-07-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	PRINTS	PR00457	Animal haem peroxidase signature	373	383	1.6E-25	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	PRINTS	PR00457	Animal haem peroxidase signature	287	307	1.6E-25	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	PRINTS	PR00457	Animal haem peroxidase signature	312	338	1.6E-25	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	PRINTS	PR00457	Animal haem peroxidase signature	134	149	1.6E-25	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	PRINTS	PR00457	Animal haem peroxidase signature	505	525	1.6E-25	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	PRINTS	PR00457	Animal haem peroxidase signature	578	592	1.6E-25	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g19.t1	f0cdc8189a7de6033d5ae2b8f7b59457	643	PRINTS	PR00457	Animal haem peroxidase signature	269	287	1.6E-25	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g20.t1	0bd52ece3ee5d43ea90c4f30d447a5f3	691	PANTHER	PTHR11475	OXIDASE/PEROXIDASE	30	631	1.9E-170	T	15-07-2024	-	-
adig_s0150.g20.t1	0bd52ece3ee5d43ea90c4f30d447a5f3	691	ProSiteProfiles	PS50292	Animal heme peroxidase superfamily profile.	47	635	120.396584	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g20.t1	0bd52ece3ee5d43ea90c4f30d447a5f3	691	Gene3D	G3DSA:1.10.640.10	Haem peroxidase domain superfamily, animal type	45	634	2.0E-163	T	15-07-2024	IPR037120	Haem peroxidase domain superfamily, animal type	-
adig_s0150.g20.t1	0bd52ece3ee5d43ea90c4f30d447a5f3	691	SUPERFAMILY	SSF48113	Heme-dependent peroxidases	50	632	5.06E-138	T	15-07-2024	IPR010255	Haem peroxidase superfamily	GO:0004601|GO:0006979|GO:0020037
adig_s0150.g20.t1	0bd52ece3ee5d43ea90c4f30d447a5f3	691	Pfam	PF03098	Animal haem peroxidase	55	601	1.1E-150	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
adig_s0150.g20.t1	0bd52ece3ee5d43ea90c4f30d447a5f3	691	PRINTS	PR00457	Animal haem peroxidase signature	282	300	1.3E-33	T	15-07-2024	IPR019791	Haem peroxidase, animal-type	-
